nodeId,dstNodeId,dstPortId,outPorts,metrics
4,19,0,0,4
4,20,0,0,4
4,21,0,0,4
4,22,0,0,4
4,23,0,0,4
4,24,0,0,4
4,25,0,0,4
4,26,0,0,4
4,27,0,0,4
4,28,0,0,4
4,29,0,0,4
4,30,0,0,4
4,31,0,0,4
5,0,0,0,2
5,1,0,0,2
5,2,0,0,2
5,3,0,0,2
5,4,0,0,2
5,6,0,0,2
5,7,0,0,2
5,8,0,0,4
5,9,0,0,4
5,10,0,0,4
5,11,0,0,4
5,12,0,0,4
5,13,0,0,4
5,14,0,0,4
5,15,0,0,4
5,16,0,0,4
5,17,0,0,4
5,18,0,0,4
5,19,0,0,4
5,20,0,0,4
5,21,0,0,4
5,22,0,0,4
5,23,0,0,4
5,24,0,0,4
5,25,0,0,4
5,26,0,0,4
5,27,0,0,4
5,28,0,0,4
5,29,0,0,4
5,30,0,0,4
5,31,0,0,4
6,0,0,0,2
6,1,0,0,2
6,2,0,0,2
6,3,0,0,2
6,4,0,0,2
6,5,0,0,2
6,7,0,0,2
6,8,0,0,4
6,9,0,0,4
6,10,0,0,4
6,11,0,0,4
6,12,0,0,4
6,13,0,0,4
6,14,0,0,4
6,15,0,0,4
6,16,0,0,4
6,17,0,0,4
6,18,0,0,4
6,19,0,0,4
6,20,0,0,4
6,21,0,0,4
6,22,0,0,4
6,23,0,0,4
6,24,0,0,4
6,25,0,0,4
6,26,0,0,4
6,27,0,0,4
6,28,0,0,4
6,29,0,0,4
6,30,0,0,4
6,31,0,0,4
7,0,0,0,2
7,1,0,0,2
7,2,0,0,2
7,3,0,0,2
7,4,0,0,2
7,5,0,0,2
7,6,0,0,2
7,8,0,0,4
7,9,0,0,4
7,10,0,0,4
7,11,0,0,4
7,12,0,0,4
7,13,0,0,4
7,14,0,0,4
7,15,0,0,4
7,16,0,0,4
7,17,0,0,4
7,18,0,0,4
7,19,0,0,4
7,20,0,0,4
7,21,0,0,4
7,22,0,0,4
7,23,0,0,4
7,24,0,0,4
7,25,0,0,4
7,26,0,0,4
7,27,0,0,4
7,28,0,0,4
7,29,0,0,4
7,30,0,0,4
7,31,0,0,4
8,0,0,0,4
8,1,0,0,4
8,2,0,0,4
8,3,0,0,4
8,4,0,0,4
8,5,0,0,4
8,6,0,0,4
8,7,0,0,4
8,9,0,0,2
8,10,0,0,2
8,11,0,0,2
8,12,0,0,2
8,13,0,0,2
8,14,0,0,2
8,15,0,0,2
8,16,0,0,4
8,17,0,0,4
8,18,0,0,4
8,19,0,0,4
8,20,0,0,4
8,21,0,0,4
8,22,0,0,4
8,23,0,0,4
8,24,0,0,4
8,25,0,0,4
8,26,0,0,4
8,27,0,0,4
8,28,0,0,4
8,29,0,0,4
8,30,0,0,4
8,31,0,0,4
9,0,0,0,4
9,1,0,0,4
9,2,0,0,4
9,3,0,0,4
9,4,0,0,4
9,5,0,0,4
9,6,0,0,4
9,7,0,0,4
9,8,0,0,2
9,10,0,0,2
9,11,0,0,2
9,12,0,0,2
9,13,0,0,2
9,14,0,0,2
9,15,0,0,2
9,16,0,0,4
9,17,0,0,4
9,18,0,0,4
9,19,0,0,4
9,20,0,0,4
9,21,0,0,4
9,22,0,0,4
9,23,0,0,4
9,24,0,0,4
9,25,0,0,4
9,26,0,0,4
9,27,0,0,4
9,28,0,0,4
9,29,0,0,4
9,30,0,0,4
9,31,0,0,4
10,0,0,0,4
10,1,0,0,4
10,2,0,0,4
10,3,0,0,4
10,4,0,0,4
10,5,0,0,4
10,6,0,0,4
10,7,0,0,4
10,8,0,0,2
10,9,0,0,2
10,11,0,0,2
10,12,0,0,2
10,13,0,0,2
10,14,0,0,2
10,15,0,0,2
10,16,0,0,4
10,17,0,0,4
10,18,0,0,4
10,19,0,0,4
10,20,0,0,4
10,21,0,0,4
10,22,0,0,4
10,23,0,0,4
10,24,0,0,4
10,25,0,0,4
10,26,0,0,4
10,27,0,0,4
10,28,0,0,4
10,29,0,0,4
10,30,0,0,4
10,31,0,0,4
11,0,0,0,4
11,1,0,0,4
11,2,0,0,4
11,3,0,0,4
11,4,0,0,4
11,5,0,0,4
11,6,0,0,4
11,7,0,0,4
11,8,0,0,2
11,9,0,0,2
11,10,0,0,2
11,12,0,0,2
11,13,0,0,2
11,14,0,0,2
11,15,0,0,2
11,16,0,0,4
11,17,0,0,4
11,18,0,0,4
11,19,0,0,4
11,20,0,0,4
11,21,0,0,4
11,22,0,0,4
11,23,0,0,4
11,24,0,0,4
11,25,0,0,4
11,26,0,0,4
11,27,0,0,4
11,28,0,0,4
11,29,0,0,4
11,30,0,0,4
11,31,0,0,4
12,0,0,0,4
12,1,0,0,4
12,2,0,0,4
12,3,0,0,4
12,4,0,0,4
12,5,0,0,4
12,6,0,0,4
12,7,0,0,4
12,8,0,0,2
12,9,0,0,2
12,10,0,0,2
12,11,0,0,2
12,13,0,0,2
12,14,0,0,2
12,15,0,0,2
12,16,0,0,4
12,17,0,0,4
12,18,0,0,4
12,19,0,0,4
12,20,0,0,4
12,21,0,0,4
12,22,0,0,4
12,23,0,0,4
12,24,0,0,4
12,25,0,0,4
12,26,0,0,4
12,27,0,0,4
12,28,0,0,4
12,29,0,0,4
12,30,0,0,4
12,31,0,0,4
13,0,0,0,4
13,1,0,0,4
13,2,0,0,4
13,3,0,0,4
13,4,0,0,4
13,5,0,0,4
13,6,0,0,4
13,7,0,0,4
13,8,0,0,2
13,9,0,0,2
13,10,0,0,2
13,11,0,0,2
13,12,0,0,2
13,14,0,0,2
13,15,0,0,2
13,16,0,0,4
13,17,0,0,4
13,18,0,0,4
13,19,0,0,4
13,20,0,0,4
13,21,0,0,4
13,22,0,0,4
13,23,0,0,4
13,24,0,0,4
13,25,0,0,4
13,26,0,0,4
13,27,0,0,4
13,28,0,0,4
13,29,0,0,4
13,30,0,0,4
13,31,0,0,4
14,0,0,0,4
14,1,0,0,4
14,2,0,0,4
14,3,0,0,4
14,4,0,0,4
14,5,0,0,4
14,6,0,0,4
14,7,0,0,4
14,8,0,0,2
14,9,0,0,2
14,10,0,0,2
14,11,0,0,2
14,12,0,0,2
14,13,0,0,2
14,15,0,0,2
14,16,0,0,4
14,17,0,0,4
14,18,0,0,4
14,19,0,0,4
14,20,0,0,4
14,21,0,0,4
14,22,0,0,4
14,23,0,0,4
14,24,0,0,4
14,25,0,0,4
14,26,0,0,4
14,27,0,0,4
14,28,0,0,4
14,29,0,0,4
14,30,0,0,4
14,31,0,0,4
15,0,0,0,4
15,1,0,0,4
15,2,0,0,4
15,3,0,0,4
15,4,0,0,4
15,5,0,0,4
15,6,0,0,4
15,7,0,0,4
15,8,0,0,2
15,9,0,0,2
15,10,0,0,2
15,11,0,0,2
15,12,0,0,2
15,13,0,0,2
15,14,0,0,2
15,16,0,0,4
15,17,0,0,4
15,18,0,0,4
15,19,0,0,4
15,20,0,0,4
15,21,0,0,4
15,22,0,0,4
15,23,0,0,4
15,24,0,0,4
15,25,0,0,4
15,26,0,0,4
15,27,0,0,4
15,28,0,0,4
15,29,0,0,4
15,30,0,0,4
15,31,0,0,4
16,0,0,0,4
16,1,0,0,4
16,2,0,0,4
16,3,0,0,4
16,4,0,0,4
16,5,0,0,4
16,6,0,0,4
16,7,0,0,4
16,8,0,0,4
16,9,0,0,4
16,10,0,0,4
16,11,0,0,4
16,12,0,0,4
16,13,0,0,4
16,14,0,0,4
16,15,0,0,4
16,17,0,0,2
16,18,0,0,2
16,19,0,0,2
16,20,0,0,2
16,21,0,0,2
16,22,0,0,2
16,23,0,0,2
16,24,0,0,4
16,25,0,0,4
16,26,0,0,4
16,27,0,0,4
16,28,0,0,4
16,29,0,0,4
16,30,0,0,4
16,31,0,0,4
17,0,0,0,4
17,1,0,0,4
17,2,0,0,4
17,3,0,0,4
17,4,0,0,4
17,5,0,0,4
17,6,0,0,4
17,7,0,0,4
17,8,0,0,4
17,9,0,0,4
17,10,0,0,4
17,11,0,0,4
17,12,0,0,4
17,13,0,0,4
17,14,0,0,4
17,15,0,0,4
17,16,0,0,2
17,18,0,0,2
17,19,0,0,2
17,20,0,0,2
17,21,0,0,2
17,22,0,0,2
17,23,0,0,2
17,24,0,0,4
17,25,0,0,4
17,26,0,0,4
17,27,0,0,4
17,28,0,0,4
17,29,0,0,4
17,30,0,0,4
17,31,0,0,4
18,0,0,0,4
18,1,0,0,4
18,2,0,0,4
18,3,0,0,4
18,4,0,0,4
18,5,0,0,4
18,6,0,0,4
18,7,0,0,4
18,8,0,0,4
18,9,0,0,4
18,10,0,0,4
18,11,0,0,4
18,12,0,0,4
18,13,0,0,4
18,14,0,0,4
18,15,0,0,4
18,16,0,0,2
18,17,0,0,2
18,19,0,0,2
18,20,0,0,2
18,21,0,0,2
18,22,0,0,2
18,23,0,0,2
18,24,0,0,4
18,25,0,0,4
18,26,0,0,4
18,27,0,0,4
18,28,0,0,4
18,29,0,0,4
18,30,0,0,4
18,31,0,0,4
19,0,0,0,4
19,1,0,0,4
19,2,0,0,4
19,3,0,0,4
19,4,0,0,4
19,5,0,0,4
19,6,0,0,4
19,7,0,0,4
19,8,0,0,4
19,9,0,0,4
19,10,0,0,4
19,11,0,0,4
19,12,0,0,4
19,13,0,0,4
19,14,0,0,4
19,15,0,0,4
19,16,0,0,2
19,17,0,0,2
19,18,0,0,2
19,20,0,0,2
19,21,0,0,2
19,22,0,0,2
19,23,0,0,2
19,24,0,0,4
19,25,0,0,4
19,26,0,0,4
19,27,0,0,4
19,28,0,0,4
19,29,0,0,4
19,30,0,0,4
19,31,0,0,4
20,0,0,0,4
20,1,0,0,4
20,2,0,0,4
20,3,0,0,4
20,4,0,0,4
20,5,0,0,4
20,6,0,0,4
20,7,0,0,4
20,8,0,0,4
20,9,0,0,4
20,10,0,0,4
20,11,0,0,4
20,12,0,0,4
20,13,0,0,4
20,14,0,0,4
20,15,0,0,4
20,16,0,0,2
20,17,0,0,2
20,18,0,0,2
20,19,0,0,2
20,21,0,0,2
20,22,0,0,2
20,23,0,0,2
20,24,0,0,4
20,25,0,0,4
20,26,0,0,4
20,27,0,0,4
20,28,0,0,4
20,29,0,0,4
20,30,0,0,4
20,31,0,0,4
21,0,0,0,4
21,1,0,0,4
21,2,0,0,4
21,3,0,0,4
21,4,0,0,4
21,5,0,0,4
21,6,0,0,4
21,7,0,0,4
21,8,0,0,4
21,9,0,0,4
21,10,0,0,4
21,11,0,0,4
21,12,0,0,4
21,13,0,0,4
21,14,0,0,4
21,15,0,0,4
21,16,0,0,2
21,17,0,0,2
21,18,0,0,2
21,19,0,0,2
21,20,0,0,2
21,22,0,0,2
21,23,0,0,2
21,24,0,0,4
21,25,0,0,4
21,26,0,0,4
21,27,0,0,4
21,28,0,0,4
21,29,0,0,4
21,30,0,0,4
21,31,0,0,4
22,0,0,0,4
22,1,0,0,4
22,2,0,0,4
22,3,0,0,4
22,4,0,0,4
22,5,0,0,4
22,6,0,0,4
22,7,0,0,4
22,8,0,0,4
22,9,0,0,4
22,10,0,0,4
22,11,0,0,4
22,12,0,0,4
22,13,0,0,4
22,14,0,0,4
22,15,0,0,4
22,16,0,0,2
22,17,0,0,2
22,18,0,0,2
22,19,0,0,2
22,20,0,0,2
22,21,0,0,2
22,23,0,0,2
22,24,0,0,4
22,25,0,0,4
22,26,0,0,4
22,27,0,0,4
22,28,0,0,4
22,29,0,0,4
22,30,0,0,4
22,31,0,0,4
23,0,0,0,4
23,1,0,0,4
23,2,0,0,4
23,3,0,0,4
23,4,0,0,4
23,5,0,0,4
23,6,0,0,4
23,7,0,0,4
23,8,0,0,4
23,9,0,0,4
23,10,0,0,4
23,11,0,0,4
23,12,0,0,4
23,13,0,0,4
23,14,0,0,4
23,15,0,0,4
23,16,0,0,2
23,17,0,0,2
23,18,0,0,2
23,19,0,0,2
23,20,0,0,2
23,21,0,0,2
23,22,0,0,2
23,24,0,0,4
23,25,0,0,4
23,26,0,0,4
23,27,0,0,4
23,28,0,0,4
23,29,0,0,4
23,30,0,0,4
23,31,0,0,4
24,0,0,0,4
24,1,0,0,4
24,2,0,0,4
24,3,0,0,4
24,4,0,0,4
24,5,0,0,4
24,6,0,0,4
24,7,0,0,4
24,8,0,0,4
24,9,0,0,4
24,10,0,0,4
24,11,0,0,4
24,12,0,0,4
24,13,0,0,4
24,14,0,0,4
24,15,0,0,4
24,16,0,0,4
24,17,0,0,4
24,18,0,0,4
24,19,0,0,4
24,20,0,0,4
24,21,0,0,4
24,22,0,0,4
24,23,0,0,4
24,25,0,0,2
24,26,0,0,2
24,27,0,0,2
24,28,0,0,2
24,29,0,0,2
24,30,0,0,2
24,31,0,0,2
25,0,0,0,4
25,1,0,0,4
25,2,0,0,4
25,3,0,0,4
25,4,0,0,4
25,5,0,0,4
25,6,0,0,4
25,7,0,0,4
25,8,0,0,4
25,9,0,0,4
25,10,0,0,4
25,11,0,0,4
25,12,0,0,4
25,13,0,0,4
25,14,0,0,4
25,15,0,0,4
25,16,0,0,4
25,17,0,0,4
25,18,0,0,4
25,19,0,0,4
25,20,0,0,4
25,21,0,0,4
25,22,0,0,4
25,23,0,0,4
25,24,0,0,2
25,26,0,0,2
25,27,0,0,2
25,28,0,0,2
25,29,0,0,2
25,30,0,0,2
25,31,0,0,2
26,0,0,0,4
26,1,0,0,4
26,2,0,0,4
26,3,0,0,4
26,4,0,0,4
26,5,0,0,4
26,6,0,0,4
26,7,0,0,4
26,8,0,0,4
26,9,0,0,4
26,10,0,0,4
26,11,0,0,4
26,12,0,0,4
26,13,0,0,4
26,14,0,0,4
26,15,0,0,4
26,16,0,0,4
26,17,0,0,4
26,18,0,0,4
26,19,0,0,4
26,20,0,0,4
26,21,0,0,4
26,22,0,0,4
26,23,0,0,4
26,24,0,0,2
26,25,0,0,2
26,27,0,0,2
26,28,0,0,2
26,29,0,0,2
26,30,0,0,2
26,31,0,0,2
27,0,0,0,4
27,1,0,0,4
27,2,0,0,4
27,3,0,0,4
27,4,0,0,4
27,5,0,0,4
27,6,0,0,4
27,7,0,0,4
27,8,0,0,4
27,9,0,0,4
27,10,0,0,4
27,11,0,0,4
27,12,0,0,4
27,13,0,0,4
27,14,0,0,4
27,15,0,0,4
27,16,0,0,4
27,17,0,0,4
27,18,0,0,4
27,19,0,0,4
27,20,0,0,4
27,21,0,0,4
27,22,0,0,4
27,23,0,0,4
27,24,0,0,2
27,25,0,0,2
27,26,0,0,2
27,28,0,0,2
27,29,0,0,2
27,30,0,0,2
27,31,0,0,2
28,0,0,0,4
28,1,0,0,4
28,2,0,0,4
28,3,0,0,4
28,4,0,0,4
28,5,0,0,4
28,6,0,0,4
28,7,0,0,4
28,8,0,0,4
28,9,0,0,4
28,10,0,0,4
28,11,0,0,4
28,12,0,0,4
28,13,0,0,4
28,14,0,0,4
28,15,0,0,4
28,16,0,0,4
28,17,0,0,4
28,18,0,0,4
28,19,0,0,4
28,20,0,0,4
28,21,0,0,4
28,22,0,0,4
28,23,0,0,4
28,24,0,0,2
28,25,0,0,2
28,26,0,0,2
28,27,0,0,2
28,29,0,0,2
28,30,0,0,2
28,31,0,0,2
29,0,0,0,4
29,1,0,0,4
29,2,0,0,4
29,3,0,0,4
29,4,0,0,4
29,5,0,0,4
29,6,0,0,4
29,7,0,0,4
29,8,0,0,4
29,9,0,0,4
29,10,0,0,4
29,11,0,0,4
29,12,0,0,4
29,13,0,0,4
29,14,0,0,4
29,15,0,0,4
29,16,0,0,4
29,17,0,0,4
29,18,0,0,4
29,19,0,0,4
29,20,0,0,4
29,21,0,0,4
29,22,0,0,4
29,23,0,0,4
29,24,0,0,2
29,25,0,0,2
29,26,0,0,2
29,27,0,0,2
29,28,0,0,2
29,30,0,0,2
29,31,0,0,2
30,0,0,0,4
30,1,0,0,4
30,2,0,0,4
30,3,0,0,4
30,4,0,0,4
30,5,0,0,4
30,6,0,0,4
30,7,0,0,4
30,8,0,0,4
30,9,0,0,4
30,10,0,0,4
30,11,0,0,4
30,12,0,0,4
30,13,0,0,4
30,14,0,0,4
30,15,0,0,4
30,16,0,0,4
30,17,0,0,4
30,18,0,0,4
30,19,0,0,4
30,20,0,0,4
30,21,0,0,4
30,22,0,0,4
30,23,0,0,4
30,24,0,0,2
30,25,0,0,2
30,26,0,0,2
30,27,0,0,2
30,28,0,0,2
30,29,0,0,2
30,31,0,0,2
31,0,0,0,4
31,1,0,0,4
31,2,0,0,4
31,3,0,0,4
31,4,0,0,4
31,5,0,0,4
31,6,0,0,4
31,7,0,0,4
31,8,0,0,4
31,9,0,0,4
31,10,0,0,4
31,11,0,0,4
31,12,0,0,4
31,13,0,0,4
31,14,0,0,4
31,15,0,0,4
31,16,0,0,4
31,17,0,0,4
31,18,0,0,4
31,19,0,0,4
31,20,0,0,4
31,21,0,0,4
31,22,0,0,4
31,23,0,0,4
31,24,0,0,2
31,25,0,0,2
31,26,0,0,2
31,27,0,0,2
31,28,0,0,2
31,29,0,0,2
31,30,0,0,2
32,0,0,0,1
32,1,0,1,1
32,2,0,2,1
32,3,0,3,1
32,4,0,4,1
32,5,0,5,1
32,6,0,6,1
32,7,0,7,1
32,8,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,9,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,10,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,11,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,12,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,13,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,14,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,15,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,16,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,17,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,18,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,19,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,20,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,21,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,22,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,23,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,24,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,25,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,26,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,27,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,28,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,29,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,30,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
32,31,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,0,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,1,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,2,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,3,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,4,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,5,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,6,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,7,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,8,0,0,1
33,9,0,1,1
33,10,0,2,1
33,11,0,3,1
33,12,0,4,1
33,13,0,5,1
33,14,0,6,1
33,15,0,7,1
33,16,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,17,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,18,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,19,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,20,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,21,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,22,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,23,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,24,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,25,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,26,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,27,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,28,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,29,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,30,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
33,31,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,0,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,1,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,2,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,3,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,4,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,5,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,6,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,7,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,8,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,9,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,10,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,11,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,12,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,13,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,14,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,15,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,16,0,0,1
34,17,0,1,1
34,18,0,2,1
34,19,0,3,1
34,20,0,4,1
34,21,0,5,1
34,22,0,6,1
34,23,0,7,1
34,24,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,25,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,26,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,27,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,28,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,29,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,30,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
34,31,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,0,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,1,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,2,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,3,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,4,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,5,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,6,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,7,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,8,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,9,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,10,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,11,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,12,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,13,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,14,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,15,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,16,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,17,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,18,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,19,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,20,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,21,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,22,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,23,0,8 9 10 11 12 13 14 15,3 3 3 3 3 3 3 3
35,24,0,0,1
35,25,0,1,1
35,26,0,2,1
35,27,0,3,1
35,28,0,4,1
35,29,0,5,1
35,30,0,6,1
35,31,0,7,1
36,0,0,0,2
36,1,0,0,2
36,2,0,0,2
36,3,0,0,2
36,4,0,0,2
